Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,31-January-25,"Cumulative Generation
during Jan 2025"
M/S. ONEVOLT ENERGY PRIVATE LIMITED,Rajasthan,Private,IPP,Solar,100.00,0.45,15.16
MEGA SOILS RENEWABLE PRIVATE LIMITED,Rajasthan,Private,IPP,Solar,250.00,1.47,48.38
MEGA SURYAURJA PVT LTD,Rajasthan,Private,IPP,Solar,250.00,1.33,43.65
RENEW SOLAR ENERGY (JHARKHAND THREE) PVT LTD,Rajasthan,Private,IPP,Solar,300.00,1.69,59.08
RENEW SOLAR POWER PVT LTD,Rajasthan,Private,IPP,Solar,50.00,0.29,9.65
RENEW SOLAR POWER PVT LTD. BIKANER,Rajasthan,Private,IPP,Solar,250.00,1.13,41.49
RENEW SOLAR URJA PVT LTD,Rajasthan,Private,IPP,Solar,300.00,1.70,57.54
RENEW SUN BRIGHT PVT LTD,Rajasthan,Private,IPP,Solar,300.00,1.69,58.25
RENEW SUN WAVES PRIVATE LIMITED,Rajasthan,Private,IPP,Solar,300.00,1.68,58.65
RENEW SURYA AAYAN PRIVATE LIMITED,Rajasthan,Private,IPP,Solar,300.00,1.83,61.08
RENEW SURYA PRATAP PRIVATE LIMITED,Rajasthan,Private,IPP,Solar,200.00,1.24,39.81
RENEW SURYA RAVI PVT LTD,Rajasthan,Private,IPP,Solar,300.00,1.24,45.93
RENEW SURYA ROSHNI PVT LTD,Rajasthan,Private,IPP,Solar,400.00,2.13,74.33
RENEW SURYA VIHAAN PRIVATE LIMITED,Rajasthan,Private,IPP,Solar,100.00,0.60,19.46
RISING SUN ENERGY (K) PVT LTD,Rajasthan,Private,IPP,Solar,164.00,1.07,35.44
SB ENERGY FOUR PVT LTD,Rajasthan,Private,IPP,Solar,200.00,1.16,36.42
SB ENERGY SIX PRIVATE LTD.,Rajasthan,Private,IPP,Solar,300.00,1.63,58.57
TATA POWER GREEN ENERGY LIMITED,Rajasthan,Private,IPP,Solar,225.00,1.00,34.69
TATA POWER RENEWABLE ENERGY LTD,Rajasthan,Private,IPP,Solar,300.00,1.66,56.77
TATA POWER SAURYA LIMITED,Rajasthan,Private,IPP,Solar,110.00,0.45,16.34
THAR SURYA 1 PRIVATE LIMITED,Rajasthan,Private,IPP,Solar,300.00,1.47,52.45
TRANSITION RENEWABLE ENERGY,Rajasthan,Private,IPP,Solar,150.00,0.35,12.92
ADANI HYBRID ENERGY JAISALMER FOUR LTD SOLAR,Rajasthan,Private,IPP,Solar,600.00,3.48,128.68
ADANI HYBRID ENERGY JAISALMER FOUR LTD WIND,Rajasthan,Private,IPP,Wind,510.00,0.85,81.89
ADANI HYBRID ENERGY JAISALMER ONE LIMITED SOLAR,Rajasthan,Private,IPP,Solar,360.00,2.07,76.51
ADANI HYBRID ENERGY JAISALMER ONE LIMITED WIND,Rajasthan,Private,IPP,Wind,101.00,0.23,16.11
ADANI HYBRID ENERGY JAISALMER THREE LIMITED,Rajasthan,Private,IPP,Solar,300.00,1.63,60.72
ADANI HYBRID ENERGY JAISALMER THREE LIMITED WIND,Rajasthan,Private,IPP,Wind,75.00,0.21,12.72
ADANI HYBRID ENERGY JAISALMER TWO LIMITED,Rajasthan,Private,IPP,Solar,300.00,1.80,63.89
ADANI HYBRID ENERGY JAISALMER TWO LIMITED WIND,Rajasthan,Private,IPP,Wind,75.00,0.16,11.76
ADANI JAISALMER ONE SEPL SOLAR,Rajasthan,Private,IPP,Solar,422.00,2.76,90.11
ADANI JAISALMER ONE SEPL WIND,Rajasthan,Private,IPP,Wind,105.00,0.11,19.44
SERENTICA RENEWABLES INDIA 4 PRIVATE LIMITED_BKN2,Rajasthan,Private,IPP,Solar,125.00,0.79,29.19
TRANSITION GREEN ENERGY PRIVATE LIMITED,Rajasthan,Private,IPP,Solar,100.00,0.38,14.35
TRANSITION SUSTAINABLE ENERGY SERVICES PVT LTD,Rajasthan,Private,IPP,Solar,100.00,0.20,7.67
AMP Green Energy Five Pvt Ltd,Rajasthan,Private,IPP,Solar,100.00,0.53,16.90
Adani Green Energy Twenty Five Ltd,Rajasthan,Private,IPP,Solar,250.00,1.31,48.24
Juniper Green Cosmic Pvt Ltd,Rajasthan,Private,IPP,Solar,100.00,0.47,17.58
ACME DEOGHAR SOLAR POWER PRIVATE LIMITED,Rajasthan,Private,IPP,Solar,300.00,1.72,59.65
ACME PHALODI SOLAR ENERGY PRIVATE LIMITED,Rajasthan,Private,IPP,Solar,300.00,1.69,59.03
TRANSITION SUSTAINABLE ENERGY SERVICES ONE PVT LTD,Rajasthan,Private,IPP,Solar,45.00,0.19,7.35
SERENTICA RENEWABLES INDIA 5 PRIVATE LIMITED,Rajasthan,Private,IPP,Solar,220.00,0.80,28.49
ACME RAISAR SOLAR ENERGY PRIVATE LIMITED_INFIRM,Rajasthan,Private,IPP,Solar,300.00,1.69,58.88
ACME DHAULPUR POWERTECH PRIVATE LIMITED_INFIRM,Rajasthan,Private,IPP,Solar,300.00,1.66,56.05
ADANI GREEN ENERGY TWENTY FOUR LIMITED_INFIRM,Rajasthan,Private,IPP,Solar,345.00,1.34,39.81
AGE25AL_PSS2_KPS1_SI,Gujarat,Private,IPP,Solar,224.65,1.31,75.13
AGE25BL_PSS2_KPS1_SI,Gujarat,Private,IPP,Solar,237.00,0.13,17.75
AGE26AL_PSS3_KPS1_S,Gujarat,Private,IPP,Solar,62.50,0.05,0.18
AGE26BL_PSS3_KPS1_S,Gujarat,Private,IPP,Solar,100.10,0.43,18.53
ARE55L_PSS3_KPS1_S,Gujarat,Private,IPP,Solar,187.50,0.63,28.09
AREH4L_PSS1_KPS1,Gujarat,Private,IPP,Solar,1000.00,4.16,212.47
ARINSUN SOLAR (BARSAITADESH),Madhya Pradesh,Private,IPP,Solar,250.00,1.67,43.82
ATHENA SOLAR,Madhya Pradesh,Private,IPP,Solar,250.00,1.62,42.86
AVAADA_AGAR_RUMS_S,Madhya Pradesh,Private,IPP,Solar,200.00,1.53,38.80
BEEMPOW_AGAR_RUMS_S,Madhya Pradesh,Private,IPP,Solar,350.00,2.52,62.12
ESPL_RSP SOLAR,Gujarat,Private,IPP,Solar,200.00,1.39,38.39
GANDHAR SOLAR,Gujarat,Private,IPP,Solar,20.00,0.14,3.95
GIPCL_RSP SOLAR,Gujarat,Private,IPP,Solar,100.00,0.72,19.38
GSEC 2,Gujarat,Private,IPP,Solar,100.00,0.48,13.97
GSECL_RSP SOLAR,Gujarat,Private,IPP,Solar,100.00,0.47,12.74
KAWAS SOLAR,Gujarat,Central,NTPC,Solar,56.00,0.35,10.80
MAHINDRA SOLAR (BADWAR),Madhya Pradesh,Private,IPP,Solar,250.00,1.56,40.61
MASAYA SOLAR,Madhya Pradesh,Private,IPP,Solar,300.00,2.05,55.33
SGEL_RSP_S,Gujarat,Private,IPP,Solar,75.00,0.68,21.57
SHERISHA RAIPUR,Chhattisgarh,Private,IPP,Solar,50.00,0.26,8.72
SOLAPUR SOLAR PV PROJECT,Maharashtra,Central,NTPC,Solar,10.00,0.05,0.34
TPREL_RSP SOLAR,Gujarat,Private,IPP,Solar,100.00,0.71,20.99
ADANI WIND ENERGY KUTCHH FOUR LTD,Gujarat,Private,IPP,Wind,203.70,2.27,59.32
ALFANAR WIND (NANAVALKA),Gujarat,Private,IPP,Wind,300.00,1.84,43.80
APRAAVA ENERGY PRIVATE LIMITED (AEPL),Gujarat,Private,IPP,Wind,201.60,1.49,66.80
ASIPL WIND (BARANDA),Gujarat,Private,IPP,Wind,166.00,1.38,35.68
AWEK1L WIND (RATADIYA),Gujarat,Private,IPP,Wind,425.00,2.41,78.09
AWEKFL WIND (RATADIYA),Gujarat,Private,IPP,Wind,130.00,0.53,18.58
AWEMP1PL_PTNGR_IDR_W,Gujarat,Private,IPP,Wind,324.00,0.97,60.13
CPTTNPL WIND (DAYAPAR),Gujarat,Private,IPP,Wind,126.00,-0.38,3.70
GIWEL-II WIND (VADVA),Gujarat,Private,IPP,Wind,250.00,1.33,45.60
GIWEL-III WIND (NARANPAR),Gujarat,Private,IPP,Wind,300.00,1.65,49.02
IGESL_DAYAPAR_BHUJ_W,Gujarat,Private,IPP,Wind,250.00,2.18,66.30
NETRA_KOTDA_BHUJ_W,Gujarat,Private,IPP,Wind,161.10,1.25,40.79
NTPC_REL_DYPR_BHUJ_W,Gujarat,Private,IPP,Wind,50.00,0.07,2.29
OEPL WIND (OSTRO KUTCH),Gujarat,Private,IPP,Wind,50.00,0.36,9.00
OKWPL WIND (OSTRO KUTCH),Gujarat,Private,IPP,Wind,250.00,1.75,53.04
POWERICA WIND,Gujarat,Private,IPP,Wind,50.60,0.23,10.94
RENEW AP2 WIND (GHADSISA),Gujarat,Private,IPP,Wind,300.00,2.03,45.81
RENEW WIND (BHUVAD),Gujarat,Private,IPP,Wind,230.00,1.25,45.68
SITAC WIND,Gujarat,Private,IPP,Wind,300.00,2.22,51.23
SRIJAN WIND,Gujarat,Private,IPP,Wind,148.50,0.62,17.56
TORRENT SOLARGEN LIMITED,Gujarat,Private,IPP,Wind,115.00,0.56,24.27
TPSOURY KWAI NMCH SI,Madhya Pradesh,Private,IPP,Solar,140.00,1.23,31.30
TPSOURY BRVD NMCH,Madhya Pradesh,Private,IPP,Solar,160.00,1.19,30.17
ARE41L PSS3 KPSI,Gujarat,Private,IPP,Wind,249.60,1.58,46.99
ACL_PSS3_KPS1_S,Gujarat,Private,IPP,Solar,200.00,0.77,29.23
BEETAM(TUTICORIN),Tamil Nadu,Private,IPP,Wind,220.00,1.07,44.85
GREEN INFRA,Tamil Nadu,Private,IPP,Wind,250.00,1.33,54.68
HIRITUR OSTRO,Tamil Nadu,Private,IPP,Wind,300.00,2.46,76.26
JSW RENEW ENERGY TWO LTD,Tamil Nadu,Private,IPP,Wind,130.00,2.08,78.94
KARUR_JSWRETWO_W,Tamil Nadu,Private,IPP,Wind,51.00,0.34,8.40
KOPPAL_AYANASIX_W,Karnataka,Private,IPP,Wind,50.00,0.20,31.39
KOPPAL_RENEWROSHNI_W,Karnataka,Private,IPP,Wind,73.00,0.20,54.80
MYTRA,Tamil Nadu,Private,IPP,Wind,250.00,0.72,34.71
ORANGE,Tamil Nadu,Private,IPP,Wind,200.00,0.90,35.86
PGLR_SREPL,Tamil Nadu,Private,IPP,Wind,300.00,0.52,10.93
TUTICORINJSWRENEWW,Tamil Nadu,Private,IPP,Wind,51.00,0.62,41.23
GRT,Tamil Nadu,Private,IPP,Solar,150.00,0.67,21.93
NTPC ETTAYAPURAM SOLAR PLANT,Tamil Nadu,Central,NTPC,Solar,230.00,1.16,37.12
RAMANGUNDAM SOLAR,Telangana,Central,NTPC,Solar,100.00,0.58,22.60
SIMHADRI SOLAR,Andhra Pradesh,Central,NTPC,Solar,25.00,0.17,1.99
KOPPAL RENEWOJAS Wind,Tamil Nadu,Private,IPP,Wind,277.00,1.31,68.38
KOPPAL SRI1PL,Karnataka,Private,IPP,Solar,120.00,1.28,34.16
IRCON SOLAR,Karnataka,Private,IPP,Solar,50.00,-0.97,-15.29
GADAG_VENA_W,Karnataka,Private,IPP,Wind,133.00,0.32,22.20
GADAG_VENA_S,Karnataka,Private,IPP,Solar,31.00,0.00,0.00
KURNOOL_AMGREEN_W,Andhra Pradesh,Private,IPP,Wind,53.00,0.90,33.24
KOPPAL_RENEWOJAS_S,Karnataka,Private,IPP,Solar,81.00,0.55,17.06
GADAG_RSPPL_W,Tamil Nadu,Private,IPP,Wind,66.00,0.10,6.32
GADAG_GREENINFRA_W,Tamil Nadu,Private,IPP,Wind,55.00,0.16,2.92
ADANIAPSEVEN,Andhra Pradesh,Private,IPP,Solar,250.00,1.98,52.46
ACME (BIWADI),Andhra Pradesh,Private,IPP,Solar,50.00,0.00,9.89
ACME (HISAR),Andhra Pradesh,Private,IPP,Solar,50.00,0.37,11.52
ACME (KARNAL),Andhra Pradesh,Private,IPP,Solar,50.00,0.36,11.12
AYANA,Andhra Pradesh,Private,IPP,Solar,250.00,1.89,48.72
AZURE,Andhra Pradesh,Private,IPP,Solar,50.00,0.30,8.47
IGS 1,Andhra Pradesh,Private,IPP,Solar,50.00,0.35,10.98
IGS 2,Andhra Pradesh,Private,IPP,Solar,50.00,0.36,10.17
NTPC,Andhra Pradesh,Central,NTPC,Solar,250.00,1.27,32.62
TATA POWER,Andhra Pradesh,Private,IPP,Solar,100.00,0.62,19.30
SPRING ANGITRA,Andhra Pradesh,Private,IPP,Solar,250.00,1.72,45.38
All ADYAH,Karnataka,Private,IPP,Solar,300.00,2.36,66.16
AMPLUS PAVAGADA,Karnataka,Private,IPP,Solar,50.00,0.38,10.70
AMPLUS TUMKUR,Karnataka,Private,IPP,Solar,50.00,0.37,10.68
AVAADA SOLAR,Karnataka,Private,IPP,Solar,150.00,1.08,30.39
AVAADA SOLARISE,Karnataka,Private,IPP,Solar,150.00,1.07,30.74
AZURE POWER EARTH,Karnataka,Private,IPP,Solar,100.00,0.77,21.53
FORTUM FIN SURYA,Karnataka,Private,IPP,Solar,100.00,0.69,19.28
FORTUM SOLAR,Karnataka,Private,IPP,Solar,250.00,0.35,9.85
KREDL,Karnataka,Private,IPP,Solar,50.00,0.79,25.87
PARAMPUJYA,Karnataka,Private,IPP,Solar,150.00,0.32,10.04
RENEW TN2,Karnataka,Private,IPP,Solar,50.00,1.44,40.91
SBG ENERGY,Karnataka,Private,IPP,Solar,200.00,1.83,50.84
TATA RENEWABLES,Karnataka,Private,IPP,Solar,400.00,2.62,75.06
YARROW,Karnataka,Private,IPP,Solar,50.00,0.39,10.82
