Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,27-January-25,"Cumulative Generation
during Jan 2025"
TATA POWER RENEWABLE ENERGY LTD,Rajasthan,Private,IPP,Solar,300.00,2.18,48.87
TATA POWER SAURYA LIMITED,Rajasthan,Private,IPP,Solar,110.00,0.62,14.22
THAR SURYA 1 PRIVATE LIMITED,Rajasthan,Private,IPP,Solar,300.00,2.22,45.02
TRANSITION RENEWABLE ENERGY,Rajasthan,Private,IPP,Solar,150.00,0.51,11.21
ADANI HYBRID ENERGY JAISALMER FOUR LTD SOLAR,Rajasthan,Private,IPP,Solar,600.00,5.17,110.75
ADANI HYBRID ENERGY JAISALMER FOUR LTD WIND,Rajasthan,Private,IPP,Wind,510.00,0.80,74.19
ADANI HYBRID ENERGY JAISALMER ONE LIMITED SOLAR,Rajasthan,Private,IPP,Solar,360.00,2.87,66.26
ADANI HYBRID ENERGY JAISALMER ONE LIMITED WIND,Rajasthan,Private,IPP,Wind,101.00,0.00,14.73
ADANI HYBRID ENERGY JAISALMER THREE LIMITED,Rajasthan,Private,IPP,Solar,300.00,2.41,52.35
ADANI HYBRID ENERGY JAISALMER THREE LIMITED WIND,Rajasthan,Private,IPP,Wind,75.00,0.00,11.58
ADANI HYBRID ENERGY JAISALMER TWO LIMITED,Rajasthan,Private,IPP,Solar,300.00,2.53,55.18
ADANI HYBRID ENERGY JAISALMER TWO LIMITED WIND,Rajasthan,Private,IPP,Wind,75.00,0.00,10.84
ADANI JAISALMER ONE SEPL SOLAR,Rajasthan,Private,IPP,Solar,422.00,3.31,77.92
ADANI JAISALMER ONE SEPL WIND,Rajasthan,Private,IPP,Wind,105.00,0.40,17.02
SERENTICA RENEWABLES INDIA 4 PRIVATE LIMITED_BKN2,Rajasthan,Private,IPP,Solar,125.00,1.07,25.58
TRANSITION GREEN ENERGY PRIVATE LIMITED,Rajasthan,Private,IPP,Solar,100.00,0.58,12.43
TRANSITION SUSTAINABLE ENERGY SERVICES PVT LTD,Rajasthan,Private,IPP,Solar,100.00,0.30,6.67
AMP Green Energy Five Pvt Ltd,Rajasthan,Private,IPP,Solar,100.00,0.68,14.47
Adani Green Energy Twenty Five Ltd,Rajasthan,Private,IPP,Solar,250.00,1.63,42.33
Juniper Green Cosmic Pvt Ltd,Rajasthan,Private,IPP,Solar,100.00,0.62,15.45
ACME DEOGHAR SOLAR POWER PRIVATE LIMITED,Rajasthan,Private,IPP,Solar,300.00,2.31,51.27
ACME PHALODI SOLAR ENERGY PRIVATE LIMITED,Rajasthan,Private,IPP,Solar,300.00,2.29,50.80
TRANSITION SUSTAINABLE ENERGY SERVICES ONE PVT LTD,Rajasthan,Private,IPP,Solar,45.00,0.28,6.44
SERENTICA RENEWABLES INDIA 5 PRIVATE LIMITED,Rajasthan,Private,IPP,Solar,220.00,1.16,24.79
ACME RAISAR SOLAR ENERGY PRIVATE LIMITED_INFIRM,Rajasthan,Private,IPP,Solar,300.00,2.28,51.29
ACME DHAULPUR POWERTECH PRIVATE LIMITED_INFIRM,Rajasthan,Private,IPP,Solar,300.00,2.25,48.63
ADANI GREEN ENERGY TWENTY FOUR LIMITED_INFIRM,Rajasthan,Private,IPP,Solar,345.00,1.64,34.00
AGE25AL_PSS2_KPS1_SI,Gujarat,Private,IPP,Solar,224.65,1.77,67.13
AGE25BL_PSS2_KPS1_SI,Gujarat,Private,IPP,Solar,237.00,0.60,16.36
AGE26AL_PSS3_KPS1_S,Gujarat,Private,IPP,Solar,62.50,-0.03,-0.14
AGE26BL_PSS3_KPS1_S,Gujarat,Private,IPP,Solar,100.10,0.52,15.91
ARE55L_PSS3_KPS1_S,Gujarat,Private,IPP,Solar,187.50,0.96,24.11
AREH4L_PSS1_KPS1,Gujarat,Private,IPP,Solar,1000.00,6.19,185.04
ARINSUN SOLAR (BARSAITADESH),Madhya Pradesh,Private,IPP,Solar,250.00,1.80,37.20
ATHENA SOLAR,Madhya Pradesh,Private,IPP,Solar,250.00,1.77,36.43
AVAADA_AGAR_RUMS_S,Madhya Pradesh,Private,IPP,Solar,200.00,1.58,32.71
BEEMPOW_AGAR_RUMS_S,Madhya Pradesh,Private,IPP,Solar,350.00,2.56,52.14
ESPL_RSP SOLAR,Gujarat,Private,IPP,Solar,200.00,1.34,32.90
GANDHAR SOLAR,Gujarat,Private,IPP,Solar,20.00,0.14,3.41
GIPCL_RSP SOLAR,Gujarat,Private,IPP,Solar,100.00,0.71,16.55
GSEC 2,Gujarat,Private,IPP,Solar,100.00,0.46,12.11
GSECL_RSP SOLAR,Gujarat,Private,IPP,Solar,100.00,0.45,10.90
KAWAS SOLAR,Gujarat,Central,NTPC,Solar,56.00,0.33,9.46
MAHINDRA SOLAR (BADWAR),Madhya Pradesh,Private,IPP,Solar,250.00,1.70,34.42
MASAYA SOLAR,Madhya Pradesh,Private,IPP,Solar,300.00,2.10,47.41
SGEL_RSP_S,Gujarat,Private,IPP,Solar,75.00,0.65,18.88
SHERISHA RAIPUR,Chhattisgarh,Private,IPP,Solar,50.00,0.30,7.63
SOLAPUR SOLAR PV PROJECT,Maharashtra,Central,NTPC,Solar,10.00,0.00,0.24
TPREL_RSP SOLAR,Gujarat,Private,IPP,Solar,100.00,0.68,18.19
ADANI WIND ENERGY KUTCHH FOUR LTD,Gujarat,Private,IPP,Wind,203.70,0.34,53.68
ALFANAR WIND (NANAVALKA),Gujarat,Private,IPP,Wind,300.00,0.36,39.80
APRAAVA ENERGY PRIVATE LIMITED (AEPL),Gujarat,Private,IPP,Wind,201.60,0.73,63.39
ASIPL WIND (BARANDA),Gujarat,Private,IPP,Wind,166.00,0.35,32.87
AWEK1L WIND (RATADIYA),Gujarat,Private,IPP,Wind,425.00,0.73,72.88
AWEKFL WIND (RATADIYA),Gujarat,Private,IPP,Wind,130.00,0.15,17.54
AWEMP1PL_PTNGR_IDR_W,Gujarat,Private,IPP,Wind,324.00,1.12,54.73
CPTTNPL WIND (DAYAPAR),Gujarat,Private,IPP,Wind,126.00,-0.12,4.55
GIWEL-II WIND (VADVA),Gujarat,Private,IPP,Wind,250.00,0.19,42.17
GIWEL-III WIND (NARANPAR),Gujarat,Private,IPP,Wind,300.00,0.13,44.94
IGESL_DAYAPAR_BHUJ_W,Gujarat,Private,IPP,Wind,250.00,2.18,57.58
NETRA_KOTDA_BHUJ_W,Gujarat,Private,IPP,Wind,161.10,0.40,38.36
NTPC_REL_DYPR_BHUJ_W,Gujarat,Private,IPP,Wind,50.00,0.01,2.11
OEPL WIND (OSTRO KUTCH),Gujarat,Private,IPP,Wind,50.00,0.05,8.34
OKWPL WIND (OSTRO KUTCH),Gujarat,Private,IPP,Wind,250.00,0.36,49.48
POWERICA WIND,Gujarat,Private,IPP,Wind,50.60,0.08,10.39
RENEW AP2 WIND (GHADSISA),Gujarat,Private,IPP,Wind,300.00,0.33,40.44
RENEW WIND (BHUVAD),Gujarat,Private,IPP,Wind,230.00,0.46,43.39
SITAC WIND,Gujarat,Private,IPP,Wind,300.00,0.33,46.34
SRIJAN WIND,Gujarat,Private,IPP,Wind,148.50,0.14,16.22
TORRENT SOLARGEN LIMITED,Gujarat,Private,IPP,Wind,115.00,0.37,23.00
TPSOURY KWAI NMCH SI,Madhya Pradesh,Private,IPP,Solar,140.00,1.30,26.43
TPSOURY BRVD NMCH,Madhya Pradesh,Private,IPP,Solar,160.00,1.25,25.46
ARE41L PSS3 KPSI,Gujarat,Private,IPP,Wind,249.60,0.51,42.49
ACL_PSS3_KPS1_S,Gujarat,Private,IPP,Solar,200.00,1.17,24.39
BEETAM(TUTICORIN),Tamil Nadu,Private,IPP,Wind,220.00,1.38,41.20
GREEN INFRA,Tamil Nadu,Private,IPP,Wind,250.00,1.74,50.36
HIRITUR OSTRO,Tamil Nadu,Private,IPP,Wind,300.00,2.46,66.42
JSW RENEW ENERGY TWO LTD,Tamil Nadu,Private,IPP,Wind,130.00,2.86,72.34
KARUR_JSWRETWO_W,Tamil Nadu,Private,IPP,Wind,51.00,0.54,6.35
KOPPAL_AYANASIX_W,Karnataka,Private,IPP,Wind,50.00,0.20,30.56
KOPPAL_RENEWROSHNI_W,Karnataka,Private,IPP,Wind,73.00,1.30,50.76
MYTRA,Tamil Nadu,Private,IPP,Wind,250.00,1.02,32.13
ORANGE,Tamil Nadu,Private,IPP,Wind,200.00,1.00,32.94
PGLR_SREPL,Tamil Nadu,Private,IPP,Wind,300.00,0.47,9.15
TUTICORINJSWRENEWW,Tamil Nadu,Private,IPP,Wind,51.00,1.18,38.53
GRT,Tamil Nadu,Private,IPP,Solar,150.00,0.98,19.02
NTPC ETTAYAPURAM SOLAR PLANT,Tamil Nadu,Central,NTPC,Solar,230.00,1.66,32.31
RAMANGUNDAM SOLAR,Telangana,Central,NTPC,Solar,100.00,0.52,20.39
SIMHADRI SOLAR,Andhra Pradesh,Central,NTPC,Solar,25.00,0.17,1.31
KOPPAL RENEWOJAS Wind,Tamil Nadu,Private,IPP,Wind,277.00,1.29,61.97
KOPPAL SRI1PL,Karnataka,Private,IPP,Solar,120.00,1.24,29.10
IRCON SOLAR,Karnataka,Private,IPP,Solar,50.00,-0.97,-11.39
GADAG_VENA_W,Karnataka,Private,IPP,Wind,133.00,0.34,19.98
GADAG_VENA_S,Karnataka,Private,IPP,Solar,31.00,0.00,0.00
KURNOOL_AMGREEN_W,Andhra Pradesh,Private,IPP,Wind,53.00,0.82,28.48
KOPPAL_RENEWOJAS_S,Karnataka,Private,IPP,Solar,81.00,0.53,14.92
GADAG_RSPPL_W,Tamil Nadu,Private,IPP,Wind,66.00,0.48,4.64
GADAG_GREENINFRA_W,Tamil Nadu,Private,IPP,Wind,55.00,0.20,1.72
ADANIAPSEVEN,Andhra Pradesh,Private,IPP,Solar,250.00,1.93,44.94
ACME (BIWADI),Andhra Pradesh,Private,IPP,Solar,50.00,0.38,9.89
ACME (HISAR),Andhra Pradesh,Private,IPP,Solar,50.00,0.39,9.16
ACME (KARNAL),Andhra Pradesh,Private,IPP,Solar,50.00,0.37,8.84
AYANA,Andhra Pradesh,Private,IPP,Solar,250.00,1.94,41.13
AZURE,Andhra Pradesh,Private,IPP,Solar,50.00,0.30,7.29
IGS 1,Andhra Pradesh,Private,IPP,Solar,50.00,0.37,8.75
IGS 2,Andhra Pradesh,Private,IPP,Solar,50.00,0.37,8.74
NTPC,Andhra Pradesh,Central,NTPC,Solar,250.00,1.32,27.53
TATA POWER,Andhra Pradesh,Private,IPP,Solar,100.00,0.64,15.31
SPRING ANGITRA,Andhra Pradesh,Private,IPP,Solar,250.00,1.78,38.44
All ADYAH,Karnataka,Private,IPP,Solar,300.00,2.45,56.54
AMPLUS PAVAGADA,Karnataka,Private,IPP,Solar,50.00,0.39,9.15
AMPLUS TUMKUR,Karnataka,Private,IPP,Solar,50.00,0.40,9.14
AVAADA SOLAR,Karnataka,Private,IPP,Solar,150.00,1.13,25.95
AVAADA SOLARISE,Karnataka,Private,IPP,Solar,150.00,1.14,26.27
AZURE POWER EARTH,Karnataka,Private,IPP,Solar,100.00,0.79,18.41
FORTUM FIN SURYA,Karnataka,Private,IPP,Solar,100.00,0.71,16.49
FORTUM SOLAR,Karnataka,Private,IPP,Solar,250.00,0.36,8.41
KREDL,Karnataka,Private,IPP,Solar,50.00,0.82,22.66
PARAMPUJYA,Karnataka,Private,IPP,Solar,150.00,0.38,8.60
RENEW TN2,Karnataka,Private,IPP,Solar,50.00,1.48,35.02
SBG ENERGY,Karnataka,Private,IPP,Solar,200.00,1.89,43.50
TATA RENEWABLES,Karnataka,Private,IPP,Solar,400.00,2.82,64.48
YARROW,Karnataka,Private,IPP,Solar,50.00,0.40,9.25
