Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,27-January-25,"Cumulative Generation
during Jan 2025"
AURAIYA,Uttar Pradesh,Central,NTPC,Solar,40.00,0.21,3.48
DADRI SOLAR,Uttar Pradesh,Central,NTPC,Solar,5.00,0.01,0.33
DEVIKOT Solar,Rajasthan,Central,NTPC,Solar,240.00,1.60,39.99
FATEHGARH SOLAR PV PROJECT,Rajasthan,Central,NTPC,Solar,296.00,2.24,51.51
KOLAYAT SOLAR POWER,Rajasthan,Central,NTPC,Solar,400.00,3.24,85.88
NOKHRA Solar,Rajasthan,Central,NTPC,Solar,300.00,1.85,49.12
NTPC ANTA SOLAR PV STATION,Rajasthan,Central,NTPC,Solar,57.00,0.67,12.15
SINGRAULI SOLAR,Uttar Pradesh,Central,NTPC,Solar,15.00,0.07,1.30
UNCHAHAR SOLAR,Uttar Pradesh,Central,NTPC,Solar,10.00,0.04,0.87
ABC RENEWABLE ENERGY,Rajasthan,Private,IPP,Solar,300.00,1.84,50.51
ACME CHITTORGARH ENERGY PVT LTD.,Rajasthan,Private,IPP,Solar,250.00,1.66,35.39
ACME HEERGARH POWERTECH PRIVATE LIMITED,Rajasthan,Private,IPP,Solar,300.00,2.29,49.75
ADANI RENEWABLE ENERGY RJ LIMITED (ARERJL),Rajasthan,Private,IPP,Solar,200.00,1.53,33.66
ADANI SOLAR ENERGY JAISALMER TWO PRIVATE LIMITED,Rajasthan,Private,IPP,Solar,150.00,1.12,22.97
ADANI SOLAR ENERGY JAISALMER TWO PVT LTD (PROJECT-2),Rajasthan,Private,IPP,Solar,150.00,1.07,21.57
ADANI SOLAR ENERGY RJ TWO PVT LTD_BHADLA,Rajasthan,Private,IPP,Solar,150.00,1.18,26.30
ADANI SOLAR ENERGY RJ TWO PVT LTD_FATEGARH 2,Rajasthan,Private,IPP,Solar,180.00,1.50,32.68
ADEPT RENEWABLE TECHNOLOGIES PVT LTD,Rajasthan,Private,IPP,Solar,110.00,0.68,14.62
ALTRA XERGI POWER PRIVATE LIMITED,Rajasthan,Private,IPP,Solar,260.00,2.85,67.99
AMP ENERGY GREEN SIX PRIVATE LIMITED,Rajasthan,Private,IPP,Solar,100.00,0.68,15.36
AMPLUS AGES PRIVATE LIMITED,Rajasthan,Private,IPP,Solar,100.00,0.64,13.53
AVAADA RJHN PVT LTD,Rajasthan,Private,IPP,Solar,240.00,1.61,34.45
AVAADA SUNCE ENERGY PVT LTD BIKANER,Rajasthan,Private,IPP,Solar,350.00,2.49,50.81
AVAADA SUNRAYS ENERGY PVT LTD,Rajasthan,Private,IPP,Solar,320.00,2.50,55.40
AVAADA SUSTAINABLE RJ PROJECT PVT,Rajasthan,Private,IPP,Solar,300.00,2.16,43.91
AYANA RENEWABLE POWER ONE PVT LTD BIKANER,Rajasthan,Private,IPP,Solar,300.00,2.15,46.01
AYANA RENEWABLE THREE PVT LTD,Rajasthan,Private,IPP,Solar,300.00,1.34,39.96
AZURE POWER FORTY THREE PRIVATE LTD,Rajasthan,Private,IPP,Solar,600.00,4.44,82.21
AZURE POWER INDIA PVT LTD,Rajasthan,Private,IPP,Solar,200.00,1.32,28.35
AZURE POWER MAPLE PVT LTD,Rajasthan,Private,IPP,Solar,300.00,1.72,37.07
AZURE POWER THIRTY FOUR PRIVATE LTD,Rajasthan,Private,IPP,Solar,130.00,0.98,21.23
BANDERWALA SOLAR PLANT LTD,Rajasthan,Private,IPP,Solar,300.00,1.38,41.34
CLEAN SOLAR POWER (BHADLA) PVT LDT,Rajasthan,Private,IPP,Solar,300.00,2.33,51.95
CLEAN SOLAR POWER (JODHPUR) PRIVATE LIMITED,Rajasthan,Private,IPP,Solar,250.00,1.84,41.14
EDEN RENEWABLE CITE PRIVATE LIMITED,Rajasthan,Private,IPP,Solar,300.00,2.28,53.99
GRIAN ENERGY PRIVATE LIMITED,Rajasthan,Private,IPP,Solar,100.00,0.65,13.44
ADANI RENEWABLE ENERGY FOUR PVT LTD,Rajasthan,Private,IPP,Solar,50.00,0.37,7.95
M/S ADANI SOLAR ENERGY JODHPUR TWO LTD,Rajasthan,Private,IPP,Solar,50.00,0.38,8.29
AZURE POWER FORTY ONE PRIVATE LIMITED,Rajasthan,Private,IPP,Solar,300.00,2.21,49.61
M/S. ONEVOLT ENERGY PRIVATE LIMITED,Rajasthan,Private,IPP,Solar,100.00,0.63,13.05
MEGA SOILS RENEWABLE PRIVATE LIMITED,Rajasthan,Private,IPP,Solar,250.00,1.87,41.58
MEGA SURYAURJA PVT LTD,Rajasthan,Private,IPP,Solar,250.00,1.73,37.47
RENEW SOLAR ENERGY (JHARKHAND THREE) PVT LTD,Rajasthan,Private,IPP,Solar,300.00,2.19,51.08
RENEW SOLAR POWER PVT LTD,Rajasthan,Private,IPP,Solar,50.00,0.38,8.29
RENEW SOLAR POWER PVT LTD. BIKANER,Rajasthan,Private,IPP,Solar,250.00,1.77,35.68
RENEW SOLAR URJA PVT LTD,Rajasthan,Private,IPP,Solar,300.00,2.18,49.56
RENEW SUN BRIGHT PVT LTD,Rajasthan,Private,IPP,Solar,300.00,2.17,50.31
RENEW SUN WAVES PRIVATE LIMITED,Rajasthan,Private,IPP,Solar,300.00,2.15,50.65
RENEW SURYA AAYAN PRIVATE LIMITED,Rajasthan,Private,IPP,Solar,300.00,2.18,52.95
RENEW SURYA PRATAP PRIVATE LIMITED,Rajasthan,Private,IPP,Solar,200.00,1.49,34.27
RENEW SURYA RAVI PVT LTD,Rajasthan,Private,IPP,Solar,300.00,1.66,40.14
RENEW SURYA ROSHNI PVT LTD,Rajasthan,Private,IPP,Solar,400.00,2.32,65.39
RENEW SURYA VIHAAN PRIVATE LIMITED,Rajasthan,Private,IPP,Solar,100.00,0.71,16.81
RISING SUN ENERGY (K) PVT LTD,Rajasthan,Private,IPP,Solar,164.00,1.41,30.48
SB ENERGY FOUR PVT LTD,Rajasthan,Private,IPP,Solar,200.00,1.09,31.36
SB ENERGY SIX PRIVATE LTD.,Rajasthan,Private,IPP,Solar,300.00,2.21,50.67
TATA POWER GREEN ENERGY LIMITED,Rajasthan,Private,IPP,Solar,225.00,1.44,29.89
