Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,25-February-25,"Cumulative Generation
during Feb 2025"
RENEW SURYA VIHAAN PRIVATE LIMITED,Rajasthan,Private,IPP,Solar,100.00,0.41,16.34
RISING SUN ENERGY (K) PVT LTD,Rajasthan,Private,IPP,Solar,164.00,0.80,31.78
SB ENERGY FOUR PVT LTD,Rajasthan,Private,IPP,Solar,200.00,0.82,31.58
SB ENERGY SIX PRIVATE LTD.,Rajasthan,Private,IPP,Solar,300.00,1.44,51.28
TATA POWER GREEN ENERGY LIMITED,Rajasthan,Private,IPP,Solar,225.00,0.97,32.09
TATA POWER RENEWABLE ENERGY LTD,Rajasthan,Private,IPP,Solar,300.00,1.24,49.86
TATA POWER SAURYA LIMITED,Rajasthan,Private,IPP,Solar,110.00,0.48,15.27
THAR SURYA 1 PRIVATE LIMITED,Rajasthan,Private,IPP,Solar,300.00,1.48,49.43
TRANSITION RENEWABLE ENERGY,Rajasthan,Private,IPP,Solar,150.00,0.39,13.63
ADANI HYBRID ENERGY JAISALMER FOUR LTD SOLAR,Rajasthan,Private,IPP,Solar,600.00,2.97,117.57
ADANI HYBRID ENERGY JAISALMER FOUR LTD WIND,Rajasthan,Private,IPP,Wind,510.00,2.53,64.33
ADANI HYBRID ENERGY JAISALMER ONE LIMITED SOLAR,Rajasthan,Private,IPP,Solar,360.00,1.76,65.72
ADANI HYBRID ENERGY JAISALMER ONE LIMITED WIND,Rajasthan,Private,IPP,Wind,101.00,0.62,13.52
ADANI HYBRID ENERGY JAISALMER THREE LIMITED,Rajasthan,Private,IPP,Solar,300.00,1.39,55.43
ADANI HYBRID ENERGY JAISALMER THREE LIMITED WIND,Rajasthan,Private,IPP,Wind,75.00,0.52,10.85
ADANI HYBRID ENERGY JAISALMER TWO LIMITED,Rajasthan,Private,IPP,Solar,300.00,1.41,57.88
ADANI HYBRID ENERGY JAISALMER TWO LIMITED WIND,Rajasthan,Private,IPP,Wind,75.00,0.41,9.85
ADANI JAISALMER ONE SEPL SOLAR,Rajasthan,Private,IPP,Solar,422.00,1.81,74.88
ADANI JAISALMER ONE SEPL WIND,Rajasthan,Private,IPP,Wind,105.00,0.47,14.51
SERENTICA RENEWABLES INDIA 4 PRIVATE LIMITED_BKN2,Rajasthan,Private,IPP,Solar,125.00,0.89,29.90
TRANSITION GREEN ENERGY PRIVATE LIMITED,Rajasthan,Private,IPP,Solar,100.00,0.47,14.92
TRANSITION SUSTAINABLE ENERGY SERVICES PVT LTD,Rajasthan,Private,IPP,Solar,100.00,0.23,7.57
AMP Green Energy Five Pvt Ltd,Rajasthan,Private,IPP,Solar,100.00,0.44,17.79
Adani Green Energy Twenty Five Ltd,Rajasthan,Private,IPP,Solar,250.00,1.46,55.54
Juniper Green Cosmic Pvt Ltd,Rajasthan,Private,IPP,Solar,100.00,0.54,16.51
ACME DEOGHAR SOLAR POWER PRIVATE LIMITED,Rajasthan,Private,IPP,Solar,300.00,1.40,54.08
ACME PHALODI SOLAR ENERGY PRIVATE LIMITED,Rajasthan,Private,IPP,Solar,300.00,1.38,53.12
TRANSITION SUSTAINABLE ENERGY SERVICES ONE PVT LTD,Rajasthan,Private,IPP,Solar,45.00,0.23,7.76
SERENTICA RENEWABLES INDIA 5 PRIVATE LIMITED,Rajasthan,Private,IPP,Solar,220.00,0.93,30.79
ACME RAISAR SOLAR ENERGY PRIVATE LIMITED_INFIRM,Rajasthan,Private,IPP,Solar,300.00,1.37,51.73
ACME DHAULPUR POWERTECH PRIVATE LIMITED_INFIRM,Rajasthan,Private,IPP,Solar,300.00,1.26,51.25
ADANI GREEN ENERGY TWENTY FOUR LIMITED_INFIRM,Rajasthan,Private,IPP,Solar,345.00,1.72,56.58
AMP ENERGY GREEN FOUR PRIVATE LIMITED,Rajasthan,Private,IPP,Solar,100.00,0.56,3.74
AGE25AL_PSS2_KPS1_SI,Gujarat,Private,IPP,Solar,224.65,1.85,59.40
AGE25BL_PSS2_KPS1_SI,Gujarat,Private,IPP,Solar,237.00,2.56,50.90
AGE26AL_PSS3_KPS1_S,Gujarat,Private,IPP,Solar,62.50,0.05,2.32
AGE26BL_PSS3_KPS1_S,Gujarat,Private,IPP,Solar,100.10,0.73,27.98
ARE55L_PSS3_KPS1_S,Gujarat,Private,IPP,Solar,187.50,0.68,28.90
AREH4L_PSS1_KPS1,Gujarat,Private,IPP,Solar,1000.00,4.54,193.33
ARINSUN SOLAR (BARSAITADESH),Madhya Pradesh,Private,IPP,Solar,250.00,1.85,42.15
ATHENA SOLAR,Madhya Pradesh,Private,IPP,Solar,250.00,1.79,41.42
AVAADA_AGAR_RUMS_S,Madhya Pradesh,Private,IPP,Solar,200.00,1.59,35.83
BEEMPOW_AGAR_RUMS_S,Madhya Pradesh,Private,IPP,Solar,350.00,2.61,59.56
ESPL_RSP SOLAR,Gujarat,Private,IPP,Solar,200.00,2.07,40.45
GANDHAR SOLAR,Gujarat,Private,IPP,Solar,20.00,0.14,3.68
GIPCL_RSP SOLAR,Gujarat,Private,IPP,Solar,100.00,0.45,20.76
GSEC 2,Gujarat,Private,IPP,Solar,100.00,0.28,12.00
GSECL_RSP SOLAR,Gujarat,Private,IPP,Solar,100.00,0.28,18.42
KAWAS SOLAR,Gujarat,Central,NTPC,Solar,56.00,0.34,9.57
MAHINDRA SOLAR (BADWAR),Madhya Pradesh,Private,IPP,Solar,250.00,1.77,40.93
MASAYA SOLAR,Madhya Pradesh,Private,IPP,Solar,300.00,2.21,51.07
SGEL_RSP_S,Gujarat,Private,IPP,Solar,75.00,0.43,19.67
SHERISHA RAIPUR,Chhattisgarh,Private,IPP,Solar,50.00,0.32,7.59
SOLAPUR SOLAR PV PROJECT,Maharashtra,Central,NTPC,Solar,10.00,0.00,0.47
TPREL_RSP SOLAR,Gujarat,Private,IPP,Solar,100.00,0.46,20.52
ADANI WIND ENERGY KUTCHH FOUR LTD,Gujarat,Private,IPP,Wind,203.70,0.46,40.78
ALFANAR WIND (NANAVALKA),Gujarat,Private,IPP,Wind,300.00,0.06,30.87
APRAAVA ENERGY PRIVATE LIMITED (AEPL),Gujarat,Private,IPP,Wind,201.60,0.61,34.47
ASIPL WIND (BARANDA),Gujarat,Private,IPP,Wind,166.00,0.07,22.28
AWEK1L WIND (RATADIYA),Gujarat,Private,IPP,Wind,425.00,0.16,47.28
AWEKFL WIND (RATADIYA),Gujarat,Private,IPP,Wind,130.00,0.06,12.44
AWEMP1PL_PTNGR_IDR_W,Gujarat,Private,IPP,Wind,324.00,3.27,45.12
CPTTNPL WIND (DAYAPAR),Gujarat,Private,IPP,Wind,126.00,0.02,2.60
GIWEL-II WIND (VADVA),Gujarat,Private,IPP,Wind,250.00,0.21,31.94
GIWEL-III WIND (NARANPAR),Gujarat,Private,IPP,Wind,300.00,0.29,38.11
IGESL_DAYAPAR_BHUJ_W,Gujarat,Private,IPP,Wind,250.00,2.18,49.40
NETRA_KOTDA_BHUJ_W,Gujarat,Private,IPP,Wind,161.10,0.04,18.35
NTPC_REL_DYPR_BHUJ_W,Gujarat,Private,IPP,Wind,50.00,-0.01,2.61
OEPL WIND (OSTRO KUTCH),Gujarat,Private,IPP,Wind,50.00,0.04,4.86
OKWPL WIND (OSTRO KUTCH),Gujarat,Private,IPP,Wind,250.00,0.25,31.36
POWERICA WIND,Gujarat,Private,IPP,Wind,50.60,0.08,5.47
RENEW AP2 WIND (GHADSISA),Gujarat,Private,IPP,Wind,300.00,0.00,26.74
RENEW WIND (BHUVAD),Gujarat,Private,IPP,Wind,230.00,0.23,24.06
SITAC WIND,Gujarat,Private,IPP,Wind,300.00,0.07,38.08
SRIJAN WIND,Gujarat,Private,IPP,Wind,148.50,0.03,11.27
TORRENT SOLARGEN LIMITED,Gujarat,Private,IPP,Wind,115.00,0.11,10.48
TPSOURY KWAI NMCH SI,Madhya Pradesh,Private,IPP,Solar,140.00,1.02,31.19
TPSOURY BRVD NMCH,Madhya Pradesh,Private,IPP,Solar,160.00,1.05,29.85
ARE41L PSS3 KPSI,Gujarat,Private,IPP,Wind,249.60,0.61,29.54
ACL_PSS3_KPS1_S,Gujarat,Private,IPP,Solar,200.00,0.85,36.49
BEETAM(TUTICORIN),Tamil Nadu,Private,IPP,Wind,220.00,1.88,25.72
GREEN INFRA,Tamil Nadu,Private,IPP,Wind,250.00,1.94,26.94
HIRITUR OSTRO,Tamil Nadu,Private,IPP,Wind,300.00,0.00,40.08
JSW RENEW ENERGY TWO LTD,Tamil Nadu,Private,IPP,Wind,130.00,3.12,40.38
KARUR_JSWRETWO_W,Tamil Nadu,Private,IPP,Wind,51.00,0.73,16.47
KOPPAL_AYANASIX_W,Karnataka,Private,IPP,Wind,50.00,0.21,5.23
KOPPAL_RENEWROSHNI_W,Karnataka,Private,IPP,Wind,73.00,3.04,28.02
MYTRA,Tamil Nadu,Private,IPP,Wind,250.00,1.49,18.66
ORANGE,Tamil Nadu,Private,IPP,Wind,200.00,1.13,17.18
PGLR_SREPL,Tamil Nadu,Private,IPP,Wind,300.00,1.28,13.12
TUTICORINJSWRENEWW,Tamil Nadu,Private,IPP,Wind,51.00,2.04,25.11
GRT,Tamil Nadu,Private,IPP,Solar,150.00,0.76,24.68
NTPC ETTAYAPURAM SOLAR PLANT,Tamil Nadu,Central,NTPC,Solar,230.00,1.23,40.51
RAMANGUNDAM SOLAR,Telangana,Central,NTPC,Solar,100.00,0.61,14.68
SIMHADRI SOLAR,Andhra Pradesh,Central,NTPC,Solar,25.00,0.00,1.98
KOPPAL RENEWOJAS Wind,Tamil Nadu,Private,IPP,Wind,277.00,3.33,40.18
KOPPAL SRI1PL,Karnataka,Private,IPP,Solar,120.00,0.87,29.95
IRCON SOLAR,Karnataka,Private,IPP,Solar,50.00,1.16,-12.00
GADAG_VENA_W,Karnataka,Private,IPP,Wind,133.00,1.28,17.31
GADAG_VENA_S,Karnataka,Private,IPP,Solar,31.00,-0.13,-2.00
KURNOOL_AMGREEN_W,Andhra Pradesh,Private,IPP,Wind,53.00,2.01,31.77
KOPPAL_RENEWOJAS_S,Karnataka,Private,IPP,Solar,81.00,0.40,12.99
GADAG_RSPPL_W,Tamil Nadu,Private,IPP,Wind,66.00,1.32,12.33
GADAG_GREENINFRA_W,Tamil Nadu,Private,IPP,Wind,55.00,0.61,7.37
ADANIAPSEVEN,Andhra Pradesh,Private,IPP,Solar,250.00,1.89,46.31
ACME (BIWADI),Andhra Pradesh,Private,IPP,Solar,50.00,0.33,7.87
ACME (HISAR),Andhra Pradesh,Private,IPP,Solar,50.00,0.33,8.58
ACME (KARNAL),Andhra Pradesh,Private,IPP,Solar,50.00,0.32,8.17
AYANA,Andhra Pradesh,Private,IPP,Solar,250.00,1.95,47.93
AZURE,Andhra Pradesh,Private,IPP,Solar,50.00,0.26,7.15
IGS 1,Andhra Pradesh,Private,IPP,Solar,50.00,0.32,8.46
IGS 2,Andhra Pradesh,Private,IPP,Solar,50.00,0.32,8.69
NTPC,Andhra Pradesh,Central,NTPC,Solar,250.00,1.26,30.80
TATA POWER,Andhra Pradesh,Private,IPP,Solar,100.00,0.56,14.05
SPRING ANGITRA,Andhra Pradesh,Private,IPP,Solar,250.00,1.79,38.92
All ADYAH,Karnataka,Private,IPP,Solar,300.00,2.32,56.75
AMPLUS PAVAGADA,Karnataka,Private,IPP,Solar,50.00,0.39,9.72
AMPLUS TUMKUR,Karnataka,Private,IPP,Solar,50.00,0.39,9.70
AVAADA SOLAR,Karnataka,Private,IPP,Solar,150.00,1.10,27.79
AVAADA SOLARISE,Karnataka,Private,IPP,Solar,150.00,1.13,28.03
AZURE POWER EARTH,Karnataka,Private,IPP,Solar,100.00,0.77,18.55
FORTUM FIN SURYA,Karnataka,Private,IPP,Solar,100.00,0.69,16.81
FORTUM SOLAR,Karnataka,Private,IPP,Solar,250.00,0.36,8.78
KREDL,Karnataka,Private,IPP,Solar,50.00,0.78,19.29
PARAMPUJYA,Karnataka,Private,IPP,Solar,150.00,0.39,9.23
RENEW TN2,Karnataka,Private,IPP,Solar,50.00,1.50,37.23
SBG ENERGY,Karnataka,Private,IPP,Solar,200.00,1.88,46.29
TATA RENEWABLES,Karnataka,Private,IPP,Solar,400.00,2.72,67.71
YARROW,Karnataka,Private,IPP,Solar,50.00,0.38,9.67
