Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,28-January-25,"Cumulative Generation
during Jan 2025"
ADANI HYBRID ENERGY JAISALMER ONE LIMITED SOLAR,Rajasthan,Private,IPP,Solar,360.00,2.84,69.10
ADANI HYBRID ENERGY JAISALMER ONE LIMITED WIND,Rajasthan,Private,IPP,Wind,101.00,0.00,14.73
ADANI HYBRID ENERGY JAISALMER THREE LIMITED,Rajasthan,Private,IPP,Solar,300.00,2.38,54.73
ADANI HYBRID ENERGY JAISALMER THREE LIMITED WIND,Rajasthan,Private,IPP,Wind,75.00,0.00,11.58
ADANI HYBRID ENERGY JAISALMER TWO LIMITED,Rajasthan,Private,IPP,Solar,300.00,2.22,57.40
ADANI HYBRID ENERGY JAISALMER TWO LIMITED WIND,Rajasthan,Private,IPP,Wind,75.00,0.00,10.84
ADANI JAISALMER ONE SEPL SOLAR,Rajasthan,Private,IPP,Solar,422.00,3.25,81.17
ADANI JAISALMER ONE SEPL WIND,Rajasthan,Private,IPP,Wind,105.00,0.67,17.69
SERENTICA RENEWABLES INDIA 4 PRIVATE LIMITED_BKN2,Rajasthan,Private,IPP,Solar,125.00,1.02,26.60
TRANSITION GREEN ENERGY PRIVATE LIMITED,Rajasthan,Private,IPP,Solar,100.00,0.57,13.00
TRANSITION SUSTAINABLE ENERGY SERVICES PVT LTD,Rajasthan,Private,IPP,Solar,100.00,0.30,6.97
AMP Green Energy Five Pvt Ltd,Rajasthan,Private,IPP,Solar,100.00,0.69,15.16
Adani Green Energy Twenty Five Ltd,Rajasthan,Private,IPP,Solar,250.00,1.61,43.94
Juniper Green Cosmic Pvt Ltd,Rajasthan,Private,IPP,Solar,100.00,0.61,16.06
ACME DEOGHAR SOLAR POWER PRIVATE LIMITED,Rajasthan,Private,IPP,Solar,300.00,2.30,53.57
ACME PHALODI SOLAR ENERGY PRIVATE LIMITED,Rajasthan,Private,IPP,Solar,300.00,2.28,53.08
TRANSITION SUSTAINABLE ENERGY SERVICES ONE PVT LTD,Rajasthan,Private,IPP,Solar,45.00,0.27,6.71
SERENTICA RENEWABLES INDIA 5 PRIVATE LIMITED,Rajasthan,Private,IPP,Solar,220.00,1.05,25.84
ACME RAISAR SOLAR ENERGY PRIVATE LIMITED_INFIRM,Rajasthan,Private,IPP,Solar,300.00,1.69,52.98
ACME DHAULPUR POWERTECH PRIVATE LIMITED_INFIRM,Rajasthan,Private,IPP,Solar,300.00,1.68,50.31
ADANI GREEN ENERGY TWENTY FOUR LIMITED_INFIRM,Rajasthan,Private,IPP,Solar,345.00,1.59,35.59
AGE25AL_PSS2_KPS1_SI,Gujarat,Private,IPP,Solar,224.65,1.95,69.08
AGE25BL_PSS2_KPS1_SI,Gujarat,Private,IPP,Solar,237.00,0.42,16.78
AGE26AL_PSS3_KPS1_S,Gujarat,Private,IPP,Solar,62.50,0.08,-0.06
AGE26BL_PSS3_KPS1_S,Gujarat,Private,IPP,Solar,100.10,0.62,16.53
ARE55L_PSS3_KPS1_S,Gujarat,Private,IPP,Solar,187.50,1.00,25.11
AREH4L_PSS1_KPS1,Gujarat,Private,IPP,Solar,1000.00,6.54,191.58
ARINSUN SOLAR (BARSAITADESH),Madhya Pradesh,Private,IPP,Solar,250.00,1.77,38.97
ATHENA SOLAR,Madhya Pradesh,Private,IPP,Solar,250.00,1.73,38.16
AVAADA_AGAR_RUMS_S,Madhya Pradesh,Private,IPP,Solar,200.00,1.52,34.23
BEEMPOW_AGAR_RUMS_S,Madhya Pradesh,Private,IPP,Solar,350.00,2.51,54.65
ESPL_RSP SOLAR,Gujarat,Private,IPP,Solar,200.00,1.27,34.17
GANDHAR SOLAR,Gujarat,Private,IPP,Solar,20.00,0.13,3.54
GIPCL_RSP SOLAR,Gujarat,Private,IPP,Solar,100.00,0.66,17.21
GSEC 2,Gujarat,Private,IPP,Solar,100.00,0.43,12.54
GSECL_RSP SOLAR,Gujarat,Private,IPP,Solar,100.00,0.42,11.32
KAWAS SOLAR,Gujarat,Central,NTPC,Solar,56.00,0.32,9.78
MAHINDRA SOLAR (BADWAR),Madhya Pradesh,Private,IPP,Solar,250.00,1.66,36.08
MASAYA SOLAR,Madhya Pradesh,Private,IPP,Solar,300.00,1.88,49.29
SGEL_RSP_S,Gujarat,Private,IPP,Solar,75.00,0.63,19.51
SHERISHA RAIPUR,Chhattisgarh,Private,IPP,Solar,50.00,0.29,7.92
SOLAPUR SOLAR PV PROJECT,Maharashtra,Central,NTPC,Solar,10.00,0.00,0.24
TPREL_RSP SOLAR,Gujarat,Private,IPP,Solar,100.00,0.66,18.85
ADANI WIND ENERGY KUTCHH FOUR LTD,Gujarat,Private,IPP,Wind,203.70,0.67,54.35
ALFANAR WIND (NANAVALKA),Gujarat,Private,IPP,Wind,300.00,0.23,40.03
APRAAVA ENERGY PRIVATE LIMITED (AEPL),Gujarat,Private,IPP,Wind,201.60,0.31,63.70
ASIPL WIND (BARANDA),Gujarat,Private,IPP,Wind,166.00,0.23,33.10
AWEK1L WIND (RATADIYA),Gujarat,Private,IPP,Wind,425.00,0.40,73.28
AWEKFL WIND (RATADIYA),Gujarat,Private,IPP,Wind,130.00,0.08,17.62
AWEMP1PL_PTNGR_IDR_W,Gujarat,Private,IPP,Wind,324.00,0.89,55.62
CPTTNPL WIND (DAYAPAR),Gujarat,Private,IPP,Wind,126.00,-0.06,4.49
GIWEL-II WIND (VADVA),Gujarat,Private,IPP,Wind,250.00,0.49,42.66
GIWEL-III WIND (NARANPAR),Gujarat,Private,IPP,Wind,300.00,0.38,45.32
IGESL_DAYAPAR_BHUJ_W,Gujarat,Private,IPP,Wind,250.00,2.18,59.76
NETRA_KOTDA_BHUJ_W,Gujarat,Private,IPP,Wind,161.10,0.22,38.58
NTPC_REL_DYPR_BHUJ_W,Gujarat,Private,IPP,Wind,50.00,0.01,2.12
OEPL WIND (OSTRO KUTCH),Gujarat,Private,IPP,Wind,50.00,0.05,8.39
OKWPL WIND (OSTRO KUTCH),Gujarat,Private,IPP,Wind,250.00,0.35,49.83
POWERICA WIND,Gujarat,Private,IPP,Wind,50.60,0.05,10.44
RENEW AP2 WIND (GHADSISA),Gujarat,Private,IPP,Wind,300.00,0.89,41.33
RENEW WIND (BHUVAD),Gujarat,Private,IPP,Wind,230.00,0.19,43.58
SITAC WIND,Gujarat,Private,IPP,Wind,300.00,0.32,46.66
SRIJAN WIND,Gujarat,Private,IPP,Wind,148.50,0.08,16.30
TORRENT SOLARGEN LIMITED,Gujarat,Private,IPP,Wind,115.00,0.16,23.16
TPSOURY KWAI NMCH SI,Madhya Pradesh,Private,IPP,Solar,140.00,1.26,27.69
TPSOURY BRVD NMCH,Madhya Pradesh,Private,IPP,Solar,160.00,1.24,26.70
ARE41L PSS3 KPSI,Gujarat,Private,IPP,Wind,249.60,0.51,43.00
ACL_PSS3_KPS1_S,Gujarat,Private,IPP,Solar,200.00,1.19,25.58
BEETAM(TUTICORIN),Tamil Nadu,Private,IPP,Wind,220.00,0.65,41.85
GREEN INFRA,Tamil Nadu,Private,IPP,Wind,250.00,0.88,51.24
HIRITUR OSTRO,Tamil Nadu,Private,IPP,Wind,300.00,2.46,68.88
JSW RENEW ENERGY TWO LTD,Tamil Nadu,Private,IPP,Wind,130.00,1.36,73.70
KARUR_JSWRETWO_W,Tamil Nadu,Private,IPP,Wind,51.00,0.48,6.83
KOPPAL_AYANASIX_W,Karnataka,Private,IPP,Wind,50.00,0.20,30.76
KOPPAL_RENEWROSHNI_W,Karnataka,Private,IPP,Wind,73.00,1.20,51.96
MYTRA,Tamil Nadu,Private,IPP,Wind,250.00,0.47,32.60
ORANGE,Tamil Nadu,Private,IPP,Wind,200.00,0.53,33.47
PGLR_SREPL,Tamil Nadu,Private,IPP,Wind,300.00,0.41,9.56
TUTICORINJSWRENEWW,Tamil Nadu,Private,IPP,Wind,51.00,0.79,39.32
GRT,Tamil Nadu,Private,IPP,Solar,150.00,0.94,19.96
NTPC ETTAYAPURAM SOLAR PLANT,Tamil Nadu,Central,NTPC,Solar,230.00,1.54,33.85
RAMANGUNDAM SOLAR,Telangana,Central,NTPC,Solar,100.00,0.55,20.94
SIMHADRI SOLAR,Andhra Pradesh,Central,NTPC,Solar,25.00,0.17,1.48
KOPPAL RENEWOJAS Wind,Tamil Nadu,Private,IPP,Wind,277.00,1.52,63.49
KOPPAL SRI1PL,Karnataka,Private,IPP,Solar,120.00,1.20,30.30
IRCON SOLAR,Karnataka,Private,IPP,Solar,50.00,-0.95,-12.34
GADAG_VENA_W,Karnataka,Private,IPP,Wind,133.00,0.42,20.40
GADAG_VENA_S,Karnataka,Private,IPP,Solar,31.00,0.00,0.00
KURNOOL_AMGREEN_W,Andhra Pradesh,Private,IPP,Wind,53.00,1.63,30.11
KOPPAL_RENEWOJAS_S,Karnataka,Private,IPP,Solar,81.00,0.53,15.45
GADAG_RSPPL_W,Tamil Nadu,Private,IPP,Wind,66.00,0.50,5.14
GADAG_GREENINFRA_W,Tamil Nadu,Private,IPP,Wind,55.00,0.24,1.96
ADANIAPSEVEN,Andhra Pradesh,Private,IPP,Solar,250.00,1.88,46.82
ACME (BIWADI),Andhra Pradesh,Private,IPP,Solar,50.00,0.00,9.89
ACME (HISAR),Andhra Pradesh,Private,IPP,Solar,50.00,0.79,9.95
ACME (KARNAL),Andhra Pradesh,Private,IPP,Solar,50.00,0.76,9.60
AYANA,Andhra Pradesh,Private,IPP,Solar,250.00,1.92,43.05
AZURE,Andhra Pradesh,Private,IPP,Solar,50.00,0.30,7.59
IGS 1,Andhra Pradesh,Private,IPP,Solar,50.00,0.74,9.49
IGS 2,Andhra Pradesh,Private,IPP,Solar,50.00,0.36,9.10
NTPC,Andhra Pradesh,Central,NTPC,Solar,250.00,1.30,28.83
TATA POWER,Andhra Pradesh,Private,IPP,Solar,100.00,1.34,16.65
SPRING ANGITRA,Andhra Pradesh,Private,IPP,Solar,250.00,1.76,40.20
All ADYAH,Karnataka,Private,IPP,Solar,300.00,2.34,58.88
AMPLUS PAVAGADA,Karnataka,Private,IPP,Solar,50.00,0.38,9.53
AMPLUS TUMKUR,Karnataka,Private,IPP,Solar,50.00,0.38,9.52
AVAADA SOLAR,Karnataka,Private,IPP,Solar,150.00,1.09,27.04
AVAADA SOLARISE,Karnataka,Private,IPP,Solar,150.00,1.10,27.37
AZURE POWER EARTH,Karnataka,Private,IPP,Solar,100.00,0.77,19.18
FORTUM FIN SURYA,Karnataka,Private,IPP,Solar,100.00,0.68,17.17
FORTUM SOLAR,Karnataka,Private,IPP,Solar,250.00,0.35,8.76
KREDL,Karnataka,Private,IPP,Solar,50.00,0.79,23.45
PARAMPUJYA,Karnataka,Private,IPP,Solar,150.00,0.37,8.97
RENEW TN2,Karnataka,Private,IPP,Solar,50.00,1.46,36.48
SBG ENERGY,Karnataka,Private,IPP,Solar,200.00,1.82,45.32
TATA RENEWABLES,Karnataka,Private,IPP,Solar,400.00,2.54,67.02
YARROW,Karnataka,Private,IPP,Solar,50.00,0.39,9.64
